Token,Num_Labels,Num_Occurrences
cân,1,31
motorola,1,23
bộ_đàm,1,21
gp,1,18
tiểu_ly,1,13
mẹ,1,7
nấu,1,7
bé,1,6
dinh_dưỡng,1,6
máy,1,6
định_lượng,1,6
sản_phẩm,1,6
dòng,1,6
phương_thức,1,5
phép,1,5
dễ_dàng,1,5
môi_trường,1,4
bảo_vệ,1,4
nguyên_liệu,1,4
vật,1,4
công_ty,1,4
and,1,4
nồi,1,4
tiêu_chuẩn,1,4
đáp_ứng,1,3
mua,1,3
kích_thước,1,3
quý_khách_hàng,1,3
súp,1,3
hiệu_năng,1,3
đa_năng,1,3
truyền,1,3
sangtao,1,3
nhu_cầu,1,3
chế_biến,1,3
giá,1,3
ứng_dụng,1,3
kỹ_thuật,1,3
điện,1,3
đĩa,1,3
chuẩn,1,3
công_nghiệp,1,3
thức_ăn,1,3
chi_tiết,1,3
